disasterNumber,year,month,quarter,incident_duration_days,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,num_counties,tier_very_high,tier_high,tier_medium,tier_low,total_cost,log_total_cost,duration_x_counties
1586,2005,4,2,5.0,0,0,0,0,12,False,False,True,False,120655650.84,16.123544635241995,60.0
1587,2005,4,2,21.0,0,0,0,0,11,False,False,True,False,267090520.51,17.005202955420984,231.0
1588,2005,4,2,2.0,0,0,0,0,9,False,False,True,False,23752905.12,14.785991203371175,18.0
1589,2005,4,2,2.0,0,0,0,0,21,False,False,True,False,1302303469.32,17.942878011330706,42.0
1590,2005,6,2,1.0,0,0,0,0,11,False,False,True,False,18573211.580000002,14.339336182362187,11.0
1591,2005,6,2,35.0,0,0,0,0,13,False,False,True,False,96537319.45,15.820490998801638,455.0
1592,2005,7,3,14.0,0,0,0,0,2,False,False,True,False,3977135.18,14.502925636371687,28.0
1593,2005,7,3,6.0,0,0,0,0,46,True,False,False,False,1191665661.0400002,17.069976522653736,276.0
1594,2005,7,3,5.0,0,0,0,0,42,True,False,False,False,79339234.38,14.451574234231423,210.0
1595,2005,7,3,13.0,0,0,0,0,20,True,False,False,False,4619280605.8,19.25777254766091,260.0
1596,2005,7,3,1.0,0,0,0,0,7,False,False,True,False,4778661.02,13.433762259676511,7.0
1597,2005,7,3,36.0,0,0,0,0,29,False,False,True,False,449091539.64,16.5554415339919,1044.0
1598,2005,8,3,62.0,0,0,0,0,9,False,False,True,False,17941341.419999998,14.505394108673233,558.0
1599,2005,8,3,0.0,0,0,0,0,1,False,False,False,True,492077.46,13.106393454304925,0.0
1600,2005,8,3,1.0,0,0,0,0,3,False,False,True,False,10869110.58,15.10282341972601,3.0
1601,2005,8,3,1.0,0,0,0,0,5,False,False,True,False,15327647.1,14.935731169476044,5.0
1602,2005,8,3,13.0,0,0,0,0,11,True,False,False,False,2189894621.09,19.10922399361806,143.0
1603,2005,8,3,64.0,0,0,0,0,64,True,False,False,False,1314881684965.12,23.745884720788872,4096.0
1604,2005,8,3,46.0,0,0,0,0,82,True,False,False,False,397458902955.48004,22.30163812984662,3772.0
1605,2005,8,3,28.0,0,0,0,0,22,True,False,False,False,6738839374.740001,19.540111097355442,616.0
1606,2005,9,3,21.0,0,0,0,0,254,True,False,False,False,273804591909.66,20.79834625460527,5334.0
1607,2005,9,3,39.0,0,0,0,0,64,True,False,False,False,85068620547.20001,21.007840985692866,2496.0
1608,2005,10,4,6.0,0,0,0,0,10,True,False,False,False,172296567.8,16.66214274643803,60.0
1609,2005,10,4,26.0,0,0,0,0,20,True,False,False,False,39522576061.200005,21.404405618388576,520.0
1610,2005,10,4,11.0,0,0,0,0,6,False,False,True,False,86251113.83999999,16.481014128215577,66.0
1611,2005,11,4,2.0,0,0,0,0,3,False,False,False,True,3346464.09,13.924803458651281,6.0
1612,2005,11,4,0.0,0,0,0,0,2,False,False,False,True,7253295.359999999,15.103819551152839,0.0
1613,2005,11,4,6.0,0,0,0,0,17,False,False,True,False,211566983.56,16.336838949745548,102.0
1614,2005,11,4,9.0,0,0,0,0,11,False,False,True,False,125458128.83999999,16.249587441006906,99.0
1615,2005,11,4,1.0,0,0,0,0,5,False,False,True,False,40642102.65,15.910877308922176,5.0
1616,2005,11,4,2.0,0,0,0,0,21,False,False,False,True,44150172.15,14.558585422139688,42.0
1617,2005,12,4,0.0,0,0,0,0,2,False,False,True,False,1013364.3,13.135641136519903,0.0
1618,2005,12,4,4.0,0,0,0,0,4,False,False,True,False,6284173.68,14.267251191822115,16.0
1619,2005,12,4,1.0,0,0,0,0,5,False,False,True,False,19129387.5,15.157298672074536,5.0
1620,2005,12,4,2.0,0,0,0,0,26,False,False,True,False,682606287.74,17.083332305918475,52.0
1621,2006,1,1,3.0,0,0,0,0,4,False,False,True,False,8348528.2,14.551301935824116,12.0
1622,2006,1,1,2.0,0,0,0,0,9,False,False,True,False,79390155.51,15.992660468538267,18.0
1623,2006,1,1,124.0,0,0,0,0,77,False,False,True,False,1043664614.2999998,16.422198676049113,9548.0
1624,2006,1,1,168.0,0,0,0,0,254,False,False,True,False,9508514244.300001,17.43811923010948,42672.0
1625,2006,1,1,1.0,0,0,0,0,7,False,True,False,False,83430866.25999999,16.29361883274647,7.0
1626,2006,1,1,1.0,0,0,0,0,17,False,False,True,False,662109629.76,17.477728385676834,17.0
1627,2006,1,1,1.0,0,0,0,0,29,False,False,True,False,168788997.82999998,15.576864301095336,29.0
1628,2006,2,1,17.0,0,0,0,0,31,False,False,True,False,5183420326.920001,18.934743771586785,527.0
1629,2006,2,1,4.0,0,0,0,0,8,False,False,True,False,67663700.0,15.950618981564256,32.0
1630,2006,2,1,5.0,0,0,0,0,1,False,False,True,False,1244406.86,14.034170360282682,5.0
1631,2006,3,1,5.0,0,0,0,0,41,False,False,True,False,332128218.25,15.907459708615091,205.0
1632,2006,3,1,34.0,0,0,0,0,20,False,False,True,False,176575233.8,15.993525437053805,680.0
1633,2006,3,1,2.0,0,0,0,0,6,False,False,True,False,72101623.80000001,16.30182773748731,12.0
1634,2006,4,2,6.0,0,0,0,0,15,False,False,True,False,221728948.65,16.508916108388295,90.0
1635,2006,4,2,4.0,0,0,0,0,7,False,False,True,False,154043940.96,16.906838346974137,28.0
1636,2006,4,2,2.0,0,0,0,0,7,False,False,True,False,28599531.45,15.22299098849266,14.0
1637,2006,4,2,0.0,0,0,0,0,1,False,False,True,False,343733.32,12.747624312377088,0.0
1638,2006,4,2,0.0,0,0,0,0,2,False,False,True,False,10298257.52,15.454338279720643,0.0
1640,2006,5,2,41.0,0,0,0,0,2,False,False,True,False,18269400.7,16.027591054320574,82.0
1641,2006,5,2,8.0,0,0,0,0,11,False,False,True,False,79675467.52000001,15.795577151350233,88.0
1642,2006,5,2,11.0,0,0,0,0,3,False,False,True,False,118111225.71000001,17.488525065964616,33.0
1643,2006,5,2,11.0,0,0,0,0,7,False,False,True,False,175482271.51,17.03713846956535,77.0
1644,2006,5,2,10.0,0,0,0,0,1,False,False,True,False,4863578.08,15.39728516105458,10.0
1645,2006,6,2,31.0,0,0,0,0,12,False,False,True,False,93016485.36,15.863380776565354,372.0
1646,2006,6,2,18.0,0,0,0,0,17,False,False,True,False,624813748.3,17.419750843720934,306.0
1647,2006,6,2,2.0,0,0,0,0,6,False,False,True,False,20028453.72,15.020905336805072,12.0
1648,2006,6,2,34.0,0,0,0,0,9,False,False,True,False,66489912.54,15.81533636101465,306.0
1649,2006,6,2,17.0,0,0,0,0,28,False,False,True,False,3060250950.96,18.509558258640073,476.0
1650,2006,7,3,14.0,0,0,0,0,21,False,False,True,False,5463446312.73,19.376823186512826,294.0
1651,2006,7,3,2.0,0,0,0,0,6,False,False,True,False,63093870.96,16.168374816490992,12.0
1652,2006,7,3,20.0,0,0,0,0,3,False,False,True,False,27245018.04,16.021769059582716,60.0
1653,2006,7,3,17.0,0,0,0,0,4,False,False,True,False,11428838.08,14.865356364182537,68.0
1654,2006,7,3,21.0,0,0,0,0,1,False,False,True,False,587454.74,13.283556185992326,21.0
1655,2006,7,3,13.0,0,0,0,0,16,False,False,True,False,119233794.08,15.824008191747804,208.0
1656,2006,8,3,8.0,0,0,0,0,3,False,False,True,False,58937098.14,16.793369062158988,24.0
1657,2006,8,3,17.0,0,0,0,0,3,False,False,True,False,3176768.25,13.87276362010271,51.0
1658,2006,8,3,29.0,0,0,0,0,2,False,False,True,False,25081244.3,16.34448378491685,58.0
1659,2006,8,3,54.0,0,0,0,0,20,False,False,True,False,688899566.8000001,17.354873807212478,1080.0
1660,2006,9,3,10.0,0,0,0,0,11,False,False,True,False,133326940.33999999,16.31041967751021,110.0
1661,2006,9,3,9.0,0,0,0,0,26,False,False,True,False,1014859815.0600001,17.47991981425809,234.0
1662,2006,10,4,2.0,0,0,0,0,3,False,False,True,False,39134512.08,16.38390308552181,6.0
1663,2006,10,4,10.0,0,0,0,0,3,False,False,True,False,31283481.900000002,16.159988588614205,30.0
1664,2006,10,4,92.0,0,0,0,0,4,False,True,False,False,125181844.4,17.258983664168973,368.0
1665,2006,10,4,13.0,0,0,0,0,4,False,False,True,False,514969391.08000004,18.673323668713138,52.0
1666,2006,10,4,1.0,0,0,0,0,1,False,False,True,False,3398764.94,15.038922964877363,1.0
1667,2006,11,4,2.0,0,0,0,0,1,False,False,True,False,798670.7,13.590705251699793,2.0
1668,2006,11,4,23.0,0,0,0,0,24,False,False,True,False,387625800.96,16.597497233277178,552.0
1669,2006,12,4,5.0,0,0,0,0,3,False,False,True,False,30900170.52,16.14766006871808,15.0
1670,2006,12,4,1.0,0,0,0,0,9,False,False,True,False,298753487.73,17.317904788340844,9.0
1671,2006,12,4,9.0,0,0,0,0,14,False,False,True,False,545929333.74,17.47894279597746,126.0
1672,2006,12,4,3.0,0,0,0,0,4,False,False,True,False,22523582.36,15.543779239656834,12.0
1673,2006,12,4,2.0,0,0,0,0,14,False,False,True,False,110148935.39999999,15.878286763649022,28.0
1674,2007,1,1,13.0,0,0,0,0,59,False,False,True,False,8364225701.879999,18.769692166217933,767.0
1675,2007,1,1,3.0,0,0,0,0,44,False,False,True,False,12030217169.08,19.426497788801857,132.0
1676,2007,1,1,10.0,0,0,0,0,39,False,True,False,False,4804534363.2,18.62926432993843,390.0
1677,2007,2,1,2.0,0,0,0,0,3,False,False,True,False,21016869.419999998,15.762223832998991,6.0
1678,2007,2,1,14.0,0,0,0,0,48,False,False,True,False,4116880396.7999997,18.26716052900702,672.0
1679,2007,2,1,1.0,0,0,0,0,4,False,False,True,False,65043272.239999995,16.604269033509002,4.0
1680,2007,2,1,0.0,0,0,0,0,1,False,False,True,False,1181529.88,13.98232151153501,0.0
1681,2007,2,1,1.0,0,0,0,0,18,False,True,False,False,445686188.93999994,17.024753932581913,18.0
1682,2007,2,1,1.0,0,0,0,0,19,False,False,True,False,662770543.23,17.367500449106206,19.0
1683,2007,2,1,1.0,0,0,0,0,10,False,False,True,False,59894181.900000006,15.60550500211827,10.0
1684,2007,2,1,1.0,0,0,0,0,8,False,False,True,False,90460729.04,16.240984927990528,8.0
1685,2007,2,1,1.0,0,0,0,0,3,False,False,True,False,2587134.0,13.667450128191037,3.0
1686,2007,3,1,1.0,0,0,0,0,16,False,False,True,False,976640626.7199999,17.927040603033312,16.0
1687,2007,3,1,0.0,0,0,0,0,8,False,False,True,False,109345312.8,16.4305799714537,0.0
1688,2007,3,1,7.0,0,0,0,0,48,False,False,True,False,3531127398.7200003,18.11368203599526,336.0
1689,2007,3,1,6.0,0,0,0,0,16,False,False,False,True,18260672.0,13.947672388166184,96.0
1690,2007,4,2,1.0,0,0,0,0,2,False,False,True,False,1832417.94,13.728000842279085,2.0
1691,2007,4,2,2.0,0,0,0,0,4,False,False,True,False,5711206.28,14.171647156020862,8.0
1692,2007,4,2,4.0,0,0,0,0,14,False,False,True,False,1392232914.6599998,18.41511738905211,56.0
1693,2007,4,2,8.0,0,0,0,0,13,False,False,True,False,396573650.59,17.233423008911984,104.0
1694,2007,4,2,6.0,0,0,0,0,15,False,False,True,False,632288641.8000001,17.556806382180074,90.0
1695,2007,4,2,8.0,0,0,0,0,10,False,False,True,False,303387429.40000004,17.227936131555037,80.0
1696,2007,5,2,4.0,0,0,0,0,18,False,False,True,False,136542308.94,15.841773454098467,72.0
1697,2007,5,2,3.0,0,0,0,0,5,False,False,True,False,32520867.3,15.687954753343275,15.0
1698,2007,5,2,6.0,0,0,0,0,8,False,False,True,False,32556854.72,15.219057198968098,48.0
1699,2007,5,2,28.0,0,0,0,0,42,False,False,True,False,4597655311.2,18.51114268638783,1176.0
1700,2007,5,2,12.0,0,0,0,0,7,False,False,True,False,56818318.830000006,15.909459320451779,84.0
1701,2007,5,2,10.0,0,0,0,0,8,False,False,True,False,69866134.24000001,15.982650173928175,80.0
1702,2007,5,2,35.0,0,0,0,0,27,False,False,True,False,409881501.45000005,16.53554185490276,945.0
1703,2007,5,2,1.0,0,0,0,0,9,False,False,True,False,33847350.839999996,15.140146981080397,9.0
1704,2007,5,2,1.0,0,0,0,0,1,False,False,True,False,624088.62,13.344049258833813,1.0
1705,2007,5,2,2.0,0,0,0,0,19,False,False,True,False,335379107.05,16.686333190263323,38.0
1706,2007,6,2,15.0,0,0,0,0,19,False,False,True,False,131870136.88,15.752889349689996,285.0
1707,2007,6,2,7.0,0,0,0,0,27,False,False,True,False,166058425.35,15.63201354092624,189.0
1708,2007,6,2,13.0,0,0,0,0,30,False,False,True,False,315825370.5,16.169502707124753,390.0
1709,2007,6,2,48.0,0,0,0,0,78,False,False,True,False,7751753309.82,18.41447607162253,3744.0
1710,2007,7,3,0.0,0,0,0,0,3,False,False,True,False,43783271.55,16.496150154162585,0.0
1711,2007,7,3,29.0,0,0,0,0,23,False,False,True,False,1190851515.09,17.762440250463563,667.0
1712,2007,7,3,45.0,0,0,0,0,60,False,False,True,False,2169467701.2,17.40340314085634,2700.0
1713,2007,7,3,16.0,0,0,0,0,13,False,False,True,False,42711274.449999996,15.005024428896172,208.0
1714,2007,7,3,5.0,0,0,0,0,15,False,False,True,False,34999647.3,14.6627987697335,75.0
1715,2007,8,3,2.0,0,0,0,0,5,False,False,True,False,27633775.150000002,15.52511158835389,10.0
1716,2007,8,3,1.0,0,0,0,0,1,False,False,True,False,1814278.31,14.411198872446016,1.0
1717,2007,8,3,13.0,0,0,0,0,8,False,False,True,False,441542624.55999994,17.826343594656354,104.0
1718,2007,8,3,25.0,0,0,0,0,23,False,False,True,False,531352826.63000005,16.955442642839355,575.0
1719,2007,8,3,13.0,0,0,0,0,14,False,False,True,False,301143163.58,16.884039053024598,182.0
1720,2007,8,3,8.0,0,0,0,0,8,False,False,True,False,269883270.48,17.334058579887472,64.0
1721,2007,8,3,5.0,0,0,0,0,6,False,False,True,False,7893248.64,14.089759640439622,30.0
1722,2007,8,3,1.0,0,0,0,0,2,False,False,True,False,3636327.6,14.41333819867609,2.0
1723,2007,8,3,8.0,0,0,0,0,9,False,False,True,False,12212044.919999998,14.120709470820122,72.0
1724,2007,8,3,0.0,0,0,0,0,2,False,False,True,False,10690581.46,15.49172668093314,0.0
1725,2007,9,3,0.0,0,0,0,0,2,False,False,True,False,1446948.62,13.491821698693908,0.0
1726,2007,9,3,1.0,0,0,0,0,1,False,False,True,False,9477860.69,16.06446928866211,1.0
1727,2007,9,3,19.0,0,0,0,0,17,False,False,True,False,127056534.77,15.826929490782248,323.0
1728,2007,9,3,2.0,0,0,0,0,7,False,False,True,False,41196543.22,15.587954929234407,14.0
1729,2007,9,3,11.0,0,0,0,0,9,False,False,True,False,214686338.31,16.98746409387747,99.0
1730,2007,10,4,6.0,0,0,0,0,6,False,False,True,False,29498466.96,15.408089586674391,36.0
1731,2007,10,4,162.0,0,0,0,0,7,False,False,True,False,1361908394.0,19.08624264005285,1134.0
1732,2007,11,4,12.0,0,0,0,0,1,False,False,True,False,5725162.64,15.560381690402194,12.0
1733,2007,12,4,16.0,0,0,0,0,12,False,False,True,False,931564711.5600002,18.167469578960276,192.0
1734,2007,12,4,16.0,0,0,0,0,12,False,False,True,False,1104381482.16,18.337644631626834,192.0
1735,2007,12,4,26.0,0,0,0,0,25,False,True,False,False,2720782670.25,18.50530960659903,650.0
1736,2007,12,4,9.0,0,0,0,0,42,False,True,False,False,1137605521.5,17.114521889276997,378.0
1737,2008,1,1,1.0,0,0,0,0,30,False,True,False,False,980178647.4,17.30204805522531,30.0
1738,2008,1,1,5.0,0,0,0,0,1,False,False,True,False,3141761.0599999996,14.960294366094994,5.0
1739,2008,1,1,2.0,0,0,0,0,8,False,True,False,False,23426821.84,14.889950956192697,16.0
1740,2008,1,1,67.0,0,0,0,0,21,False,False,True,False,292983842.34,16.45110565381638,1407.0
1741,2008,2,1,13.0,0,0,0,0,60,False,False,True,False,14899273025.4,19.330233700270874,780.0
1742,2008,2,1,3.0,0,0,0,0,9,False,False,True,False,13015968.84,14.184463648023367,27.0
1743,2008,2,1,3.0,0,0,0,0,3,False,False,True,False,8906091.0,14.90363403082221,9.0
1744,2008,2,1,7.0,0,0,0,0,12,False,False,True,False,131598477.24,16.210359447062388,84.0
1745,2008,2,1,1.0,0,0,0,0,19,False,False,True,False,428459368.71000004,16.931267534537668,19.0
1746,2008,2,1,1.0,0,0,0,0,23,False,False,True,False,195586900.67,15.956021244998256,23.0
1747,2008,3,1,67.0,0,0,0,0,2,False,False,True,False,10588634.84,15.482144807297013,134.0
1748,2008,3,1,4.0,0,0,0,0,18,False,True,False,False,181241977.85999998,16.124971932055363,72.0
1749,2008,3,1,53.0,0,0,0,0,71,False,False,True,False,3362370190.7299995,17.673232120216557,3763.0
1750,2008,3,1,2.0,0,0,0,0,7,False,False,True,False,40486453.77,15.570568025154783,14.0
1751,2008,3,1,41.0,0,0,0,0,59,False,False,True,False,3462327779.71,17.88766954164578,2419.0
1752,2008,5,2,6.0,0,0,0,0,14,False,False,True,False,42305523.120000005,14.921371207016469,84.0
1753,2008,5,2,60.0,0,0,0,0,4,False,False,True,False,6857818.08,14.354606107124837,240.0
1754,2008,5,2,19.0,0,0,0,0,24,False,False,True,False,498506851.20000005,16.849074108698442,456.0
1755,2008,5,2,16.0,0,0,0,0,7,False,False,True,False,31200025.43,15.310019543146934,112.0
1756,2008,5,2,3.0,0,0,0,0,4,False,False,True,False,14836843.36,15.126329969966092,12.0
1757,2008,5,2,1.0,0,0,0,0,15,False,False,True,False,59825073.6,15.198885471641614,15.0
1758,2008,5,2,10.0,0,0,0,0,12,False,False,True,False,68869612.67999999,15.562819128030213,120.0
1759,2008,5,2,1.0,0,0,0,0,6,False,False,False,True,51833782.980000004,15.971793322259694,6.0
1760,2008,5,2,1.0,0,0,0,0,3,False,False,True,False,5519254.9799999995,14.425141696636421,3.0
1761,2008,5,2,1.0,0,0,0,0,14,False,False,True,False,209540923.20000002,16.521372352918217,14.0
1762,2008,5,2,0.0,0,0,0,0,2,False,False,True,False,1204772.52,13.308655806505802,0.0
1763,2008,5,2,80.0,0,0,0,0,85,False,False,True,False,133361718070.95001,21.173679702408545,6800.0
1764,2008,5,2,0.0,0,0,0,0,1,False,False,True,False,5175174.09,15.45938373035978,0.0
1765,2008,5,2,3.0,0,0,0,0,5,False,False,True,False,2496597.1,13.12100329290859,15.0
1766,2008,6,2,28.0,0,0,0,0,50,False,False,True,False,8771482716.5,18.982748696188168,1400.0
1767,2008,6,2,1.0,0,0,0,0,4,False,False,True,False,15357919.52,15.160847727925256,4.0
1768,2008,6,2,50.0,0,0,0,0,31,False,False,True,False,3836817998.12,18.63392201730045,1550.0
1769,2008,6,2,4.0,0,0,0,0,18,False,False,True,False,133524784.26,15.81942604537167,72.0
1770,2008,6,2,33.0,0,0,0,0,62,False,False,True,False,2522402676.68,17.52134336689318,2046.0
1771,2008,6,2,51.0,0,0,0,0,25,False,False,True,False,1737455453.0,18.056811686034052,1275.0
1772,2008,6,2,6.0,0,0,0,0,6,False,False,True,False,42842921.46,15.78129166671495,36.0
1773,2008,6,2,73.0,0,0,0,0,61,False,False,True,False,2402272901.17,17.488807329512294,4453.0
1774,2008,7,3,10.0,0,0,0,0,30,False,False,True,False,157729955.1,15.475197792336271,300.0
1775,2008,7,3,17.0,0,0,0,0,26,False,False,True,False,253028794.98000002,16.09091741909927,442.0
1776,2008,7,3,25.0,0,0,0,0,54,False,False,True,False,3305268946.8,17.92979965244625,1350.0
1777,2008,7,3,37.0,0,0,0,0,12,False,False,True,False,188676779.52,16.570639361571768,444.0
1778,2008,7,3,3.0,0,0,0,0,2,False,False,True,False,2279870.46,13.946482880209565,6.0
1779,2008,7,3,0.0,0,0,0,0,4,False,False,True,False,53360170.56,16.40628086981072,0.0
1780,2008,7,3,10.0,0,0,0,0,16,True,False,False,False,1849576400.4799998,18.565633763515724,160.0
1781,2008,7,3,25.0,0,0,0,0,2,False,False,True,False,3694499.0,14.429208875323479,50.0
1782,2008,8,3,0.0,0,0,0,0,5,False,False,True,False,7380893.100000001,14.204967970505407,0.0
1783,2008,8,3,25.0,0,0,0,0,2,False,False,True,False,99386171.96,17.721376386422435,50.0
1784,2008,8,3,0.0,0,0,0,0,3,False,False,True,False,1506892.6199999999,13.126949923104407,0.0
1785,2008,8,3,25.0,0,0,0,0,44,False,False,True,False,5872717463.8,18.70939367825844,1100.0
1786,2008,9,3,10.0,0,0,0,0,64,True,False,False,False,71483227587.84,20.833845597472965,640.0
1787,2008,9,3,21.0,0,0,0,0,4,False,False,True,False,16912541.8,15.257271898393794,84.0
1788,2008,9,3,29.0,0,0,0,0,3,False,False,True,False,7982300.3100000005,14.794125274449062,87.0
1789,2008,9,3,5.0,0,0,0,0,2,True,False,False,False,18440420.88,16.036908528024707,10.0
1790,2008,9,3,22.0,0,0,0,0,7,False,False,True,False,36228566.64,15.459448543457725,154.0
1791,2008,9,3,25.0,0,0,0,0,51,True,False,False,False,160254397964.85,21.868202744362957,1275.0
1792,2008,9,3,57.0,0,0,0,0,29,True,False,False,False,9326291356.140001,19.58880744924356,1653.0
1793,2008,9,3,6.0,0,0,0,0,18,True,False,False,False,81083062.44,15.32061311353011,108.0
1794,2008,9,3,11.0,0,0,0,0,22,True,False,False,False,765677754.82,17.365229528952668,242.0
1795,2008,9,3,24.0,0,0,0,0,38,False,False,True,False,2476018406.18,17.992331481198796,912.0
1796,2008,9,3,10.0,0,0,0,0,4,False,False,True,False,55898020.04,16.452745228259033,40.0
1797,2008,9,3,2.0,0,0,0,0,2,False,False,True,False,15691333.48,15.875472057161854,4.0
1798,2008,10,4,12.0,0,0,0,0,26,False,False,True,False,1537049352.02,17.895033889198274,312.0
1799,2008,10,4,1.0,0,0,0,0,2,False,False,True,False,2287621.52,13.949876891928247,2.0
1800,2008,10,4,22.0,0,0,0,0,16,False,False,True,False,1654080698.08,18.453922509440336,352.0
1801,2008,10,4,11.0,0,0,0,0,4,False,False,True,False,20498604.0,15.449573178244247,44.0
1802,2008,10,4,2.0,0,0,0,0,35,False,False,True,False,753319975.1,16.884652614208722,70.0
1803,2008,10,4,7.0,0,0,0,0,11,False,False,True,False,75621192.89999999,15.743352003893394,77.0
1804,2008,10,4,10.0,0,0,0,0,20,False,False,True,False,57087524.2,14.864364237171156,200.0
1805,2008,10,4,0.0,0,0,0,0,33,False,False,True,False,1437336006.48,17.589549703171848,0.0
1806,2008,10,4,7.0,0,0,0,0,6,True,False,False,False,30332484.839999996,15.435970531693746,42.0
1807,2008,10,4,2.0,0,0,0,0,3,True,False,False,False,24243607.53,15.905051368662864,6.0
1808,2008,10,4,6.0,0,0,0,0,9,False,False,True,False,33156837.900000002,15.119535218919285,54.0
1809,2008,11,4,13.0,0,0,0,0,56,False,False,True,False,870172558.0799999,16.558850466186197,728.0
1810,2008,11,4,15.0,0,0,0,0,4,False,False,True,False,271745959.88,18.034083870407898,60.0
1811,2008,12,4,2.0,0,0,0,0,17,False,False,False,True,118313968.91000001,15.755639201995775,34.0
1812,2009,1,1,12.0,0,0,0,0,10,False,True,False,False,171314803.6,16.656428344086148,120.0
1813,2009,1,1,7.0,0,0,0,0,7,False,True,False,False,387903856.2,17.83035794257314,49.0
1814,2009,1,1,6.0,0,0,0,0,2,False,False,True,False,9319324.14,15.354453700912764,12.0
1815,2009,1,1,18.0,0,0,0,0,7,False,False,True,False,73227537.18,16.163172045710198,126.0
1816,2009,1,1,7.0,0,0,0,0,2,False,True,False,False,2862938.74,14.174212704738153,14.0
1817,2009,1,1,10.0,0,0,0,0,23,False,False,True,False,1676896704.28,18.10471652013741,230.0
1818,2009,2,1,18.0,0,0,0,0,103,False,True,False,False,30917565088.520004,19.519861323912387,1854.0
1819,2009,2,1,4.0,0,0,0,0,30,False,False,True,False,7523280624.0,19.34007075529436,120.0
1820,2009,2,1,1.0,0,0,0,0,5,False,False,True,False,11407521.6,14.64034601114613,5.0
1821,2009,2,1,4.0,0,0,0,0,7,False,True,False,False,46728415.51,15.713953007508163,28.0
1822,2009,2,1,2.0,0,0,0,0,21,False,False,True,False,3420556840.6800003,18.908546762095572,42.0
1823,2009,2,1,2.0,0,0,0,0,10,False,False,True,False,101679389.1,16.134750182117205,20.0
1824,2009,3,1,13.0,0,0,0,0,10,False,False,True,False,125424417.5,16.344628870849363,130.0
1825,2009,3,1,24.0,0,0,0,0,34,False,False,True,False,1070103577.08,17.26466078890112,816.0
1826,2009,3,1,2.0,0,0,0,0,9,False,False,True,False,109472508.89999999,16.31395952030215,18.0
1827,2009,3,1,20.0,0,0,0,0,9,False,False,True,False,182188931.85,16.82333026575223,180.0
1828,2009,3,1,2.0,0,0,0,0,21,False,False,True,False,256827215.82,16.31939174881562,42.0
1829,2009,3,1,150.0,0,0,0,0,52,False,False,True,False,7139858667.76,18.73771510737225,7800.0
1830,2009,4,2,67.0,0,0,0,0,30,False,False,True,False,1055390070.9000001,17.37597891775272,2010.0
1831,2009,4,2,40.0,0,0,0,0,23,False,False,True,False,932583249.17,17.517974789480306,920.0
1832,2009,4,2,6.0,0,0,0,0,16,False,False,True,False,50723766.24,14.969316714051104,96.0
1833,2009,4,2,18.0,0,0,0,0,47,False,False,True,False,1462265285.92,17.25310506636269,846.0
1834,2009,4,2,0.0,0,0,0,0,5,False,False,False,True,39249055.75,15.87600015953596,0.0
1835,2009,4,2,9.0,0,0,0,0,21,False,False,True,False,451752292.73999995,16.884122171426693,189.0
1836,2009,5,2,3.0,0,0,0,0,6,False,False,True,False,40599121.68,15.7274976693988,18.0
1837,2009,5,2,3.0,0,0,0,0,11,False,False,True,False,31223874.22,14.858798639019014,33.0
1838,2009,5,2,36.0,0,0,0,0,11,False,False,True,False,435589010.01,17.494314471614146,396.0
1839,2009,5,2,0.0,0,0,0,0,5,False,False,True,False,26248315.2,15.473674640139254,0.0
1840,2009,5,2,11.0,0,0,0,0,5,False,False,True,False,75504551.95,16.530265656917386,55.0
1841,2009,5,2,17.0,0,0,0,0,24,False,False,True,False,1293772860.96,17.802774673331534,408.0
1842,2009,6,2,2.0,0,0,0,0,4,False,False,True,False,45315234.84,16.242859570998167,8.0
1843,2009,6,2,33.0,0,0,0,0,8,False,False,True,False,231119686.96,17.179004752607696,264.0
1844,2009,6,2,117.0,0,0,0,0,16,False,False,True,False,97514804.0,15.622926202177466,1872.0
1845,2009,6,2,26.0,0,0,0,0,38,False,False,True,False,395956282.08,16.15922830058028,988.0
1846,2009,6,2,3.0,0,0,0,0,9,False,False,True,False,20288338.56,14.62833269004528,27.0
1847,2009,6,2,8.0,0,0,0,0,53,False,False,True,False,2099068504.36,17.494467625614593,424.0
1848,2009,6,2,3.0,0,0,0,0,33,False,False,True,False,478540797.90000004,16.4897445347848,99.0
1849,2009,6,2,21.0,0,0,0,0,28,False,False,True,False,363725874.40000004,16.379706616382702,588.0
1850,2009,7,3,1.0,0,0,0,0,8,False,False,True,False,131258242.88,16.613235779627942,8.0
1851,2009,7,3,2.0,0,0,0,0,3,False,False,True,False,30717838.23,16.141741902645474,6.0
1852,2009,7,3,20.0,0,0,0,0,9,False,False,True,False,28302222.96,14.961226650011865,180.0
1853,2009,7,3,21.0,0,0,0,0,17,False,False,True,False,83331135.16000001,15.405119668679648,357.0
1854,2009,8,3,0.0,0,0,0,0,1,False,False,True,False,7397512.68,15.816654512528196,0.0
1855,2009,8,3,0.0,0,0,0,0,2,False,False,True,False,55299933.7,17.135135123183296,0.0
1856,2009,8,3,2.0,0,0,0,0,6,False,False,True,False,14333180.28,14.686328656174158,12.0
1857,2009,9,3,2.0,0,0,0,0,6,False,False,True,False,283299950.15999997,17.67025734082506,12.0
1858,2009,9,3,20.0,0,0,0,0,23,False,False,True,False,3813628270.1700006,18.926352664916994,460.0
1859,2009,9,3,7.0,0,0,0,0,5,False,True,False,False,633737159.3,18.65770694666044,35.0
